time(y),mp_elev(m),dep_area(m^2)
0.0,0.004700854700857349,13.0
0.2,0.15343920634539643,113.0
0.4,0.29857580070648737,159.0
0.6000000000000001,0.4225634517959236,181.0
0.8,0.5259243452872511,197.0
1.0,0.6067368961566473,215.0
1.2000000000000002,0.6651904455261644,234.0
1.4000000000000001,0.7081434775975026,243.0
1.6,0.7400395157625468,257.0
1.8,0.7620111282427473,267.0
2.0,0.7767263879192541,278.0
2.2,0.7859622896366858,295.0
2.4000000000000004,0.7886966290098911,303.0
2.6,0.7859560009231359,316.0
2.8000000000000003,0.7803244001472649,336.0
3.0,0.7702054489628978,344.0
3.2,0.7560431477760545,358.0
3.4000000000000004,0.740071143247647,377.0
3.6,0.7214465813368633,388.0
3.8000000000000003,0.7000230334467687,402.0
4.0,0.6768367841455643,419.0
4.2,0.6528302144076008,435.0
4.4,0.6270159652548557,451.0
4.6000000000000005,0.5996443165839622,459.0
4.800000000000001,0.5725428388481646,469.0
5.0,0.5447403176240186,489.0
5.2,0.516171716715192,509.0
5.4,0.48746230878417407,526.0
5.6000000000000005,0.45965518858128007,538.0
5.800000000000001,0.431707475560799,552.0
6.0,0.4037554454764489,562.0
6.2,0.37682737177901515,577.0
6.4,0.35081723128675435,600.0
6.6000000000000005,0.32518733318828197,614.0
6.800000000000001,0.300001228596372,624.0
7.0,0.27650424317788236,639.0
7.2,0.2538220558668485,661.0
7.4,0.23174432869370776,671.0
7.6000000000000005,0.21028762629237008,690.0
7.800000000000001,0.19073633382244282,706.0
8.0,0.17182008956015693,716.0
8.200000000000001,0.15350829743393035,726.0
8.4,0.13588821299823906,735.0
8.6,0.11990234724370907,751.0
8.8,0.10444846117921713,763.0
9.0,0.08947831244412896,781.0
9.200000000000001,0.07506815838110015,792.0
9.4,0.06206055831879098,796.0
9.600000000000001,0.04943314096557572,812.0
9.8,0.03713890366208261,822.0
10.0,0.025172137670423922,822.0
10.200000000000001,0.014469466505588002,823.0
10.4,0.004008047679192828,805.0
10.600000000000001,-0.00624955727256804,767.0
10.8,-0.016336210022458886,736.0
11.0,-0.025428498181938153,714.0
11.200000000000001,-0.03426381337231987,712.0
11.4,-0.04298883683399879,689.0
11.600000000000001,-0.05162665580311909,673.0
11.8,-0.05963090318989828,659.0
12.0,-0.06723448242986763,655.0
12.200000000000001,-0.07478956023736316,638.0
12.4,-0.0823118325758827,628.0
12.600000000000001,-0.08957398704839648,620.0
12.8,-0.09622157099178708,620.0
13.0,-0.10285971020188356,608.0
13.200000000000001,-0.10949906987065106,597.0
13.4,-0.11614799384925334,585.0
13.600000000000001,-0.12214737454804947,581.0
13.8,-0.1280461973384206,575.0
14.0,-0.13396712304002278,563.0
14.200000000000001,-0.13991569114791957,552.0
14.4,-0.14566563968786284,551.0
14.600000000000001,-0.1509530454817849,543.0
14.8,-0.1562751541910785,536.0
15.0,-0.16163570705838026,522.0
15.200000000000001,-0.1670370030519024,520.0
15.4,-0.1720228585233201,508.0
15.600000000000001,-0.1768359998112885,504.0
15.8,-0.1816937932140945,494.0
16.0,-0.18659762352230302,485.0
16.2,-0.19154770845726432,481.0
16.400000000000002,-0.19596293726030467,480.0
16.6,-0.20038460742820519,465.0
16.8,-0.20485501525483585,453.0
17.0,-0.20937399413476498,453.0
17.2,-0.21389942355062885,445.0
17.400000000000002,-0.21793838120800046,443.0
17.6,-0.22202708844258723,435.0
17.8,-0.22616518202639213,418.0
18.0,-0.2303514771838877,418.0
18.2,-0.234538367208188,417.0
18.400000000000002,-0.23828798064590728,408.0
18.6,-0.24208680271580363,400.0
18.8,-0.2459336839250028,392.0
19.0,-0.24982678723708318,379.0
19.200000000000003,-0.2537636154699925,369.0
19.400000000000002,-0.2572734006939186,372.0
19.6,-0.26081528469396176,371.0
19.8,-0.2644028248002144,357.0
20.0,-0.2680337879708077,357.0
20.200000000000003,-0.2717053908509399,342.0
20.400000000000002,-0.2751018733876691,341.0
20.6,-0.2784129140497811,341.0
20.8,-0.2817666916346582,329.0
21.0,-0.28516075781205075,318.0
21.200000000000003,-0.28859220443226263,312.0
21.400000000000002,-0.2919408877247207,307.0
21.6,-0.29504240934346626,302.0
21.8,-0.2981835783487412,294.0
22.0,-0.3013618581209556,292.0
22.200000000000003,-0.30457432678743146,281.0
22.400000000000002,-0.3078177037869523,269.0
22.6,-0.3108379677845221,272.0
22.8,-0.3137844701173691,267.0
23.0,-0.3167650317502364,255.0
23.200000000000003,-0.31977679204355525,253.0
23.400000000000002,-0.32281659046290656,251.0
23.6,-0.32588099263978165,232.0
23.8,-0.32867902664929716,237.0
24.0,-0.33147761982827717,235.0
24.200000000000003,-0.3343046882480678,218.0
24.400000000000002,-0.3371572294874312,214.0
24.6,-0.34003201219506707,210.0
24.8,-0.34292560049124177,195.0
25.0,-0.34559047148040634,202.0
25.200000000000003,-0.3482470602305483,198.0
25.400000000000002,-0.35092686801375805,185.0
25.6,-0.35362687930397385,179.0
25.8,-0.35634390721092757,179.0
26.0,-0.35907461558767295,167.0
26.200000000000003,-0.3616798615592245,163.0
26.400000000000002,-0.3641999576732644,159.0
26.6,-0.3667385199988189,151.0
26.8,-0.36929260693820254,144.0
27.0,-0.3718591512369471,146.0
27.200000000000003,-0.374434979551026,138.0
27.400000000000002,-0.37701683221951043,127.0
27.6,-0.37942948180923963,128.0
27.8,-0.3818328968576594,124.0
28.0,-0.384247793011923,115.0
28.200000000000003,-0.38667126813525954,111.0
28.400000000000002,-0.3891003470914427,107.0
28.6,-0.3915319987588646,96.0
28.8,-0.3939631528716774,94.0
29.0,-0.3962920027369421,89.0
29.200000000000003,-0.3985746058414179,82.0
29.400000000000002,-0.4008625588675159,80.0
29.6,-0.40315310089836487,76.0
29.8,-0.40544343745629874,69.0
30.0,-0.40773075473626363,63.0
30.200000000000003,-0.41001223345693916,59.0
30.400000000000002,-0.4122850622321721,52.0
30.6,-0.41450566060460403,51.0
30.8,-0.41666586381603565,47.0
31.0,-0.4188236755677508,40.0
31.200000000000003,-0.42097652946300457,38.0
31.400000000000002,-0.4231218653673068,32.0
31.6,-0.4252571405149723,29.0
31.8,-0.42737984008068963,25.0
32.0,-0.42948748716233354,20.0
32.2,-0.431577652130656,16.0
32.4,-0.4336479613113937,13.0
32.6,-0.43569610497360145,9.0
32.800000000000004,-0.43771984460742885,6.0
33.0,-0.43971701948248665,4.0
33.2,-0.44168555248540997,1.0
33.4,0.0,0.0
33.6,0.0,0.0
