time(y),mp_elev(m),dep_area(m^2)
0.0,0.0,0.0
0.2,0.0021205938252961687,14.0
0.4,0.05520693064558202,84.0
0.6000000000000001,0.12661764001339293,192.0
0.8,0.20373765907029906,304.0
1.0,0.2762389443205393,379.0
1.2000000000000002,0.3423413289448405,439.0
1.4000000000000001,0.4020858389745854,494.0
1.6,0.45490112008019423,534.0
1.8,0.5015176778421733,573.0
2.0,0.5428418757354905,593.0
2.2,0.5807331510655018,629.0
2.4000000000000004,0.6146273853708806,655.0
2.6,0.6448711925289246,671.0
2.8000000000000003,0.6717382696844965,694.0
3.0,0.6961998705170771,723.0
3.2,0.7180529024062992,739.0
3.4000000000000004,0.7372170176320623,751.0
3.6,0.7538934645746451,772.0
3.8000000000000003,0.7686432711516034,795.0
4.0,0.7818175094135711,815.0
4.2,0.7929928843222314,829.0
4.4,0.8023009227047027,835.0
4.6000000000000005,0.8099022306251555,860.0
4.800000000000001,0.8167005134000505,873.0
5.0,0.8219565781453895,889.0
5.2,0.8257591062618275,907.0
5.4,0.8281899447086971,923.0
5.6000000000000005,0.8298520145535804,942.0
5.800000000000001,0.8305790606263344,958.0
6.0,0.8301438495309554,968.0
6.2,0.8286050341121012,990.0
6.4,0.8261619879596793,997.0
6.6000000000000005,0.8233418921725928,1013.0
6.800000000000001,0.8195731047327968,1034.0
7.0,0.8148990080809,1056.0
7.2,0.8093606592858578,1068.0
7.4,0.803482122848294,1085.0
7.6000000000000005,0.7970476030455842,1101.0
7.800000000000001,0.7898597481159157,1113.0
8.0,0.7819504699720454,1129.0
8.200000000000001,0.7734224390186597,1146.0
8.4,0.7648349746196743,1164.0
8.6,0.7556161506169445,1190.0
8.8,0.745792197795339,1198.0
9.0,0.7353888355721949,1217.0
9.200000000000001,0.7247333786122283,1230.0
9.4,0.7138816657708134,1246.0
9.600000000000001,0.7025258279671505,1260.0
9.8,0.6906888850904807,1282.0
10.0,0.6783938279436512,1298.0
10.200000000000001,0.6661331708644127,1317.0
10.4,0.6535901461541869,1339.0
10.600000000000001,0.6406578177230102,1349.0
10.8,0.6273579158481795,1359.0
11.0,0.613729437490818,1376.0
11.200000000000001,0.6003256560651522,1388.0
11.4,0.5866205435566201,1408.0
11.600000000000001,0.5726347697481771,1422.0
11.8,0.5583890255849724,1444.0
12.0,0.5440176485739556,1458.0
12.200000000000001,0.5298495622846389,1478.0
12.4,0.5154833575528244,1490.0
12.600000000000001,0.50093820426234,1500.0
12.8,0.48623309589335406,1516.0
13.0,0.4715541366214353,1531.0
13.200000000000001,0.4570928682241089,1553.0
13.4,0.4425268632614774,1565.0
13.600000000000001,0.4278729437727975,1583.0
13.8,0.4131475711624688,1599.0
14.0,0.3985504881305104,1610.0
14.200000000000001,0.3842116174096901,1628.0
14.4,0.36984765737788905,1636.0
